Mes,Facturacion Real
2025-01,10140.00
2025-02,12455.00
2025-03,12454.00
2025-04,12454.00
2025-05,12454.00
2025-06,10993.00
2025-07,11447.00
2025-08,12135.00
2025-09,11796.00
2025-10,11796.00
2025-11,12482.26
2025-12,0.00
