Mes,Facturacion Real
2025-01,2443.00
2025-02,2443.00
2025-03,2443.00
2025-04,2443.00
2025-05,2276.00
2025-06,2276.00
2025-07,2276.00
2025-08,2276.00
2025-09,1576.00
2025-10,1750.00
2025-11,1750.00
2025-12,0.00
