Mes,Facturacion Real
2025-01,8906.00
2025-02,6606.00
2025-03,8419.00
2025-04,5994.00
2025-05,5680.00
2025-06,5229.00
2025-07,5591.00
2025-08,4725.00
2025-09,5825.00
2025-10,5906.00
2025-11,0.00
2025-12,0.00
