Mes,Facturacion Real
2025-01,9125.00
2025-02,5913.00
2025-03,8362.00
2025-04,9599.00
2025-05,9821.00
2025-06,9189.00
2025-07,10618.00
2025-08,10501.00
2025-09,10313.00
2025-10,9577.00
2025-11,0.00
2025-12,0.00
